W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-200,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
0,0,0,0,0,0,-9,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-10,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,-150,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-43,-1,0,4,1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,-1,5,7,-9,1,0,1,-5,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,4,0,-1,0,0,0,0,0,0,-1,0,7,0,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,-108,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,4,-98,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,-1,-40,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-450,0,0,-1,0,0,0,-1,0,0,-400,0,0,0,0,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-403,-400,0,0,0,0,0,0,0,0,0,-1,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,-1,0,0,0,-400,0,0,0,0,-1,-1,0,0,-1,-400,0,-400,0,1,6,0,0,5,0,0,3,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,3,7,5,5,-121,6,1,0,7,5,5,9,9,5,6,0,4,6,3,3,5,7,8,1,1,-1,4,5,7,6,3,9,6,4,9,6,1,5,3,0,5,0,7,7,2,0,5,4,3,5,5,7,5,-53,7,1,-1525,6,-53,6,9,4,8,7,0,9,3,3,9,5,8,1,5,3,0,2,5,6,2,2,4,7,9,2,6,5,-58,4,0,0,2,7,0,9,4,7,5,-27,1,1,1,0,7,-57,4,6,6,-2035,4,7,8,7,8,4,7,5,5,1,0,9,7,9,7,5,8,2,5,0,8,5,5,1,9,2,4,7,7,4,2,5,8,-57,4,7,-1,1,8,2,1,7,5,0,9,9,2,6,0,2,4,8,1,9,3,0,9,5,6,1,3,7,5,4,4,8,1,9,3,0,6,5,0,1,0,8,4,7,2,4,3,6,1,9,3,0,7,2,-2014,9,5,7,9,0,5,8,3,4,7,3,3,1,7,0,6,-40,9,9,1,0,1,9,3,4,0,7,8,7,8,9,3,1,7,4,1,5,0,9,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,1,0,0,0,0,0,-512,0,-500,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,-455,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-450,-1,-450,-1,-450,0,0,0,0,0,-1,0,0,0,0,-400,-400,0,0,0,0,0,0,0,-400,0,0,-1,0,1,1,-1,-1,0,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,-400,0,0,-1,0,0,0,-1,-410,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-310,0,0,0,0,0,-1,0,-1,0,-1,0,0,0
-10,0,0,0,0,0,0,0,-1,3,0,0,0,0,1,1,0,0,0,0,-20,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,4,0,1,-1,1,8,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,0,0,1,0,0,-15,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,-1,0,-20,0,0,0,0,0,0,0,0,0,0,0,-1,-4,0,0,0,-1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,-1,0,-1,1,0,1,0,-1,0,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,-1,0,0,0,-1,0,1,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-299,0,0,0,-290,0,-300,-300,0,0,-300,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-289,0,-213,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,-214,-215,0,-1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-280,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-299,0,0,0,-1,0,0,-230,-1,-280,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,-1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,2,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,-1,0,1,-1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,-1,-40,-1,0,-40,0,0,0,0,0,0,-40,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,-40,0,0,-40,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,-300,0,0,0,6,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-230,0,-1,0,0,0,0,0,0,0,-1,-1,-300,0,0,0,0,0,0,-230,0,0,0,-1,0,-1
1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-195,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,4,0,-1,-1,0,-1,0,0,0
-3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,1,0,0,-300,-1,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,-150,0,1,0,0,0,0,0,0,0,0,-1,0,-150,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,-100,-1,0,0,0,0,0
0,-1,-1,0,0,-1,0,0,0,-1,0,-1,0,-10,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
-255,3,8,1,1,8,2,7,6,-13,4,-215,0,5,0,-10,9,5,5,2,2,3,9,8,3,9,3,-7,-9,5,4,9,6,9,0,7,7,8,4,7,9,4,3,8,-21,0,1,6,6,7,-12,2,6,4,9,7,8,4,4,7,-14,9,-21,0,7,-10,2,8,7,1,0,4,-6,1,7,1,-9,0,9,2,4,6,-3,8,8,6,4,9,1,0,3,2,-13,7,0,-10,9,-13,8,4,8,9,-7,4,9,2,0,7,-389,1,7,1,9,3,9,6,4,0,1,8,0,1,3,-9,4,3,-344,3,0,0,6,4,5,6,3,4,0,0,3,4,1,6,9,6,0,4,9,1,2,-5,2,-13,7,5,1,1,7,0,1,2,4,2,-14,0,0,9,0,-20,-10,5,7,6,4,2,9,8,9,5,7,6,6,6,-18,0,8,-8,6,9,7,8,8,3,2,1,6,2,4,1,4,7,5,1,3,-11,8,9,5,4,1,-23,6,2,0,1,6,0,4,0,1,3,5,3,8,9,0,2,3,3,7,8,8,9,-15,2,8,6,5,4,2,8
1,1,0,0,0,0,-59,0,0,0,0,0,0,1,-1,0,0,0,-1,-79,9,3,0,0,3,1,1,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-80,1,-1,1,0,1,0,1,-1,-1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,0
1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1125,0,1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1000,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1000,-1000,0,0,-1000,0,0,0,-1,0,0,0,0,1,1,0,0,-1,0,0,-1000,0,0,0,0,0,0,0,0,-1,-1000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1100,0,-1,0,-1000,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,-1,0,0,-1100,0,-1100,0,0,0,-1100,0,0,0,-1,0,-1000
5,2,5,4,7,0,9,6,1,6,3,4,7,9,3,1,5,4,8,7,6,1,5,8,4,5,6,3,9,4,8,3,4,1,9,6,-28,4,1,1,2,8,2,1,5,-10,9,8,8,9,7,4,3,3,4,8,6,5,3,3,6,1,5,5,2,-32,8,5,9,9,2,7,8,1,7,5,4,3,8,2,4,5,5,1,3,9,8,4,2,8,7,1,5,0,8,5,8,2,0,5,3,7,3,2,-42,6,8,7,5,8,5,1,5,9,8,9,-15,2,1,-18,7,-25,1,7,3,0,8,7,2,5,2,1,9,6,2,4,0,4,6,9,7,2,-38,4,0,7,-33,2,2,0,6,2,6,7,4,0,0,3,7,0,0,4,3,6,7,4,9,-30,2,0,1,3,8,-16,1,7,0,1,-23,0,9,5,4,9,3,0,9,4,6,7,6,6,2,1,2,2,2,6,0,7,1,1,7,3,5,9,5,5,2,4,1,8,0,8,0,1,-28,2,9,2,9,4,3,7,7,7,3,0,7,7,2,4,6,5,8,9,5,9,7,8
